scenario,training_seed,evaluation_episode,evaluation_seed,robot_random_seed,robot_id,nominal_start_x,nominal_start_y,nominal_start_yaw,realized_start_x,realized_start_y,realized_start_yaw,fixed_goal_x,fixed_goal_y,euclidean_distance_m,astar_path_length_m,astar_waypoint_count,planner_name,planner_config_hash
static_clutter,1,5,10005,10005030020,robot_3,5.0,-4.0,2.4669,4.9961703759565665,-4.046745816144734,2.5973469037606365,-5.0,4.0,12.832518864774539,21.935674931802915,26,mrpp_rl.waypoints.build_scenario_waypoint_manager,bd4a04b010d8ca4424deff6cbffb3fd724c0fbfdd41818d1b09d190db83bafaa
static_clutter,1,5,10005,10005030020,robot_4,5.0,4.0,-2.4669,4.98314502490733,4.046781629467328,-2.5804491150520694,-5.0,-4.0,12.8223975597649,20.852319033204637,24,mrpp_rl.waypoints.build_scenario_waypoint_manager,bd4a04b010d8ca4424deff6cbffb3fd724c0fbfdd41818d1b09d190db83bafaa
static_clutter,1,6,10006,10006030024,robot_1,-5.0,-4.0,0.6747,-5.0435236063133155,-3.965309814369724,0.6464840422918416,5.0,4.0,12.818678826987883,20.662310562561768,24,mrpp_rl.waypoints.build_scenario_waypoint_manager,bd4a04b010d8ca4424deff6cbffb3fd724c0fbfdd41818d1b09d190db83bafaa
static_clutter,1,6,10006,10006030024,robot_2,-5.0,4.0,-0.6747,-5.0446755983568385,3.9667879261663908,-0.5735140267017496,5.0,-4.0,12.820499901982602,22.0003776456267,31,mrpp_rl.waypoints.build_scenario_waypoint_manager,bd4a04b010d8ca4424deff6cbffb3fd724c0fbfdd41818d1b09d190db83bafaa
static_clutter,1,6,10006,10006030024,robot_3,5.0,-4.0,2.4669,4.980011833406633,-4.036078824333749,2.4802717011747855,-5.0,4.0,12.813243112726836,21.935674931802915,26,mrpp_rl.waypoints.build_scenario_waypoint_manager,bd4a04b010d8ca4424deff6cbffb3fd724c0fbfdd41818d1b09d190db83bafaa
static_clutter,1,6,10006,10006030024,robot_4,5.0,4.0,-2.4669,4.988051106761785,4.0495444041276745,-2.5038837531288705,-5.0,-4.0,12.827951123437774,20.852319033204637,24,mrpp_rl.waypoints.build_scenario_waypoint_manager,bd4a04b010d8ca4424deff6cbffb3fd724c0fbfdd41818d1b09d190db83bafaa
static_clutter,1,7,10007,10007030028,robot_1,-5.0,-4.0,0.6747,-4.966921923272986,-4.0099944169147195,0.5535699466265793,5.0,4.0,12.786693989598119,20.662310562561768,24,mrpp_rl.waypoints.build_scenario_waypoint_manager,bd4a04b010d8ca4424deff6cbffb3fd724c0fbfdd41818d1b09d190db83bafaa
static_clutter,1,7,10007,10007030028,robot_2,-5.0,4.0,-0.6747,-4.984851889782726,4.0413020053677435,-0.8153512355997878,5.0,-4.0,12.820288811194112,21.5003776456267,30,mrpp_rl.waypoints.build_scenario_waypoint_manager,bd4a04b010d8ca4424deff6cbffb3fd724c0fbfdd41818d1b09d190db83bafaa
static_clutter,1,7,10007,10007030028,robot_3,5.0,-4.0,2.4669,4.957088447828655,-4.004207644710771,2.4463226836793575,-5.0,4.0,12.775404117973302,22.185674931802915,26,mrpp_rl.waypoints.build_scenario_waypoint_manager,bd4a04b010d8ca4424deff6cbffb3fd724c0fbfdd41818d1b09d190db83bafaa
static_clutter,1,7,10007,10007030028,robot_4,5.0,4.0,-2.4669,5.02374302258245,4.022380038961839,-2.3215320232567,-5.0,-4.0,12.838769632340309,20.852319033204637,24,mrpp_rl.waypoints.build_scenario_waypoint_manager,bd4a04b010d8ca4424deff6cbffb3fd724c0fbfdd41818d1b09d190db83bafaa
static_clutter,1,8,10008,10008030032,robot_1,-5.0,-4.0,0.6747,-4.9854645758343334,-3.975477949092416,0.5935783286472767,5.0,4.0,12.779583377861021,20.662310562561768,24,mrpp_rl.waypoints.build_scenario_waypoint_manager,bd4a04b010d8ca4424deff6cbffb3fd724c0fbfdd41818d1b09d190db83bafaa
static_clutter,1,8,10008,10008030032,robot_2,-5.0,4.0,-0.6747,-4.972229834104915,3.9689640846256427,-0.7571744791336534,5.0,-4.0,12.765177493723522,22.0003776456267,31,mrpp_rl.waypoints.build_scenario_waypoint_manager,bd4a04b010d8ca4424deff6cbffb3fd724c0fbfdd41818d1b09d190db83bafaa
