record_id,protocol_id,scenario,scenario_index,method,training_seed,evaluation_episode_index,evaluation_seed_e,robot_random_seed,pedestrian_random_seed,robot_count,pedestrian_present,max_steps,control_step_s,safety_envelope,deterministic_action,start_xy_perturbation_m,start_yaw_perturbation_rad,pedestrian_phase_min_s,pedestrian_phase_max_s,pedestrian_speed_factor_min,pedestrian_speed_factor_max,successful_robots,fully_successful_episode,collision_episode,rr_collision_count,rp_collision_count,obstacle_collision_count,timeout_failure_count,deadlock_failure_count,rr_near_miss_count,rp_near_miss_count,average_completion_time_s,makespan_s,flowtime_s,average_waiting_time_s,average_path_length_m,astar_reference_path_length_m,executed_to_astar_ratio,trajectory_straightness,turning_per_m_rad_per_m,sharp_turn_count,min_rr_center_distance_m,min_rp_center_distance_m,safety_filter_intervention_count,safety_filter_evaluated_command_count,intervention_ratio,mean_normalized_intervention_magnitude,max_normalized_intervention_magnitude,pre_filter_min_pred_rr_distance_m,pre_filter_min_pred_rp_distance_m,pre_filter_rr_risk_observation_count,pre_filter_rp_risk_observation_count,mean_policy_inference_time_ms,p95_policy_inference_time_ms,mean_control_step_time_ms,episode_wall_time_s,real_time_factor,checkpoint_sha256,source_commit,config_sha256
main__static_clutter__MADDPG-style__seed5__ep08,main_comparison,static_clutter,0,MADDPG-style,5,8,50008,50008150032,,4,0,1800,0.1,ON,1,0.05,0.15,N/A,N/A,N/A,N/A,4,1,0,0,0,0,0,0,0,N/A,35.375393,37.435839,141.50157,1.122747,17.297438,21.3002,0.8121,0.735456,0.941236,1,0.711589,N/A,439,1795,0.244568245125348,0.120231,1.014333,0.604851,,236,,0.8908,1.7103,1.2816,34.6187,0.952381,b18fa14f7a04693e3e892422a03c1606401a1b19bc238230d073cfdb317f53c6,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__static_clutter__MADDPG-style__seed5__ep09,main_comparison,static_clutter,0,MADDPG-style,5,9,50009,50009150036,,4,0,1800,0.1,ON,1,0.05,0.15,N/A,N/A,N/A,N/A,4,1,0,0,0,0,0,0,0,N/A,33.171738,37.634247,132.68695,1.169651,17.314604,21.1752,0.8177,0.724065,0.970406,2,0.725784,N/A,377,1398,0.26967095851216,0.118448,0.984352,0.616917,,283,,0.7384,1.3951,1.23,33.2462,0.952381,b18fa14f7a04693e3e892422a03c1606401a1b19bc238230d073cfdb317f53c6,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__static_clutter__MADDPG-style__seed6__ep00,main_comparison,static_clutter,0,MADDPG-style,6,0,60000,60000180000,,4,0,1800,0.1,ON,1,0.05,0.15,N/A,N/A,N/A,N/A,4,1,0,0,0,0,0,0,0,N/A,37.459468,38.070898,149.837871,1.377092,17.258815,21.1752,0.815,0.710088,1.01905,1,0.67242,N/A,454,1604,0.283042394014963,0.116836,1.014274,0.571557,,249,,0.9268,1.8733,1.2314,39.6454,0.952381,610379e1059e7fb271a6fd193f910ee4a566658aefff59646b2b377b9d608819,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__static_clutter__MADDPG-style__seed6__ep01,main_comparison,static_clutter,0,MADDPG-style,6,1,60001,60001180004,,4,0,1800,0.1,ON,1,0.05,0.15,N/A,N/A,N/A,N/A,4,1,0,0,0,0,0,0,0,N/A,38.798169,39.00216,155.192675,1.250767,17.885439,21.1127,0.8471,0.723857,1.113196,1,0.664528,N/A,405,1496,0.27072192513369,0.119716,0.984296,0.564849,,205,,0.8898,1.8132,1.3531,38.6845,0.952381,610379e1059e7fb271a6fd193f910ee4a566658aefff59646b2b377b9d608819,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__static_clutter__MADDPG-style__seed6__ep02,main_comparison,static_clutter,0,MADDPG-style,6,2,60002,60002180008,,4,0,1800,0.1,ON,1,0.05,0.15,N/A,N/A,N/A,N/A,4,1,0,0,0,0,0,0,0,N/A,36.809724,37.003772,147.238895,1.518336,16.832864,21.2377,0.7926,0.7489,1.193354,0,0.672506,N/A,423,1459,0.289924605894448,0.129482,1.014274,0.57163,,175,,0.7021,1.8182,1.4706,38.3197,0.952381,610379e1059e7fb271a6fd193f910ee4a566658aefff59646b2b377b9d608819,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__static_clutter__MADDPG-style__seed6__ep03,main_comparison,static_clutter,0,MADDPG-style,6,3,60003,60003180012,,4,0,1800,0.1,ON,1,0.05,0.15,N/A,N/A,N/A,N/A,4,1,0,0,0,0,0,0,0,N/A,35.030323,38.564929,140.121293,1.141546,16.9312,21.3002,0.7949,0.741915,1.027863,0,0.623907,N/A,360,1289,0.279286268425136,0.12468,0.984296,0.530321,,220,,1.0239,1.3566,1.1717,34.2109,0.952381,610379e1059e7fb271a6fd193f910ee4a566658aefff59646b2b377b9d608819,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__static_clutter__MADDPG-style__seed6__ep04,main_comparison,static_clutter,0,MADDPG-style,6,4,60004,60004180016,,4,0,1800,0.1,ON,1,0.05,0.15,N/A,N/A,N/A,N/A,4,1,0,0,0,0,0,0,0,N/A,34.339417,37.370466,137.357669,1.602099,16.76806,21.1127,0.7942,0.732127,0.936661,1,0.682551,N/A,387,1416,0.273305084745763,0.11594,1.014274,0.580168,,216,,1.0914,1.4939,1.4782,35.923,0.952381,610379e1059e7fb271a6fd193f910ee4a566658aefff59646b2b377b9d608819,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__static_clutter__MADDPG-style__seed6__ep05,main_comparison,static_clutter,0,MADDPG-style,6,5,60005,60005180020,,4,0,1800,0.1,ON,1,0.05,0.15,N/A,N/A,N/A,N/A,4,1,0,0,0,0,0,0,0,N/A,30.98826,36.767523,123.953041,1.474512,17.313191,21.2377,0.8152,0.737107,1.110381,0,0.673948,N/A,436,1521,0.286653517422748,0.128377,0.984296,0.572856,,269,,1.0716,1.641,1.1755,36.3226,0.952381,610379e1059e7fb271a6fd193f910ee4a566658aefff59646b2b377b9d608819,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__static_clutter__MADDPG-style__seed6__ep06,main_comparison,static_clutter,0,MADDPG-style,6,6,60006,60006180024,,4,0,1800,0.1,ON,1,0.05,0.15,N/A,N/A,N/A,N/A,4,1,0,0,0,0,0,0,0,N/A,35.003788,37.581724,140.015153,1.989876,17.011252,21.1752,0.8034,0.722034,0.959113,0,0.713015,N/A,374,1508,0.248010610079576,0.108315,1.014274,0.606063,,247,,1.0853,1.4952,1.4243,36.914,0.952381,610379e1059e7fb271a6fd193f910ee4a566658aefff59646b2b377b9d608819,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__static_clutter__MADDPG-style__seed6__ep07,main_comparison,static_clutter,0,MADDPG-style,6,7,60007,60007180028,,4,0,1800,0.1,ON,1,0.05,0.15,N/A,N/A,N/A,N/A,4,1,0,0,0,0,0,0,0,N/A,33.681925,38.502504,134.727699,1.590991,17.552663,21.3002,0.8241,0.756545,0.926727,0,0.647084,N/A,384,1504,0.25531914893617,0.122423,0.984296,0.550021,,283,,1.0081,1.3743,1.2178,37.3795,0.952381,610379e1059e7fb271a6fd193f910ee4a566658aefff59646b2b377b9d608819,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__static_clutter__MADDPG-style__seed6__ep08,main_comparison,static_clutter,0,MADDPG-style,6,8,60008,60008180032,,4,0,1800,0.1,ON,1,0.05,0.15,N/A,N/A,N/A,N/A,4,1,0,0,0,0,0,0,0,N/A,36.579668,36.772567,146.318673,1.294311,17.062965,21.3002,0.8011,0.744094,0.896378,0,0.680009,N/A,442,1617,0.27334570191713,0.121158,1.014274,0.578008,,245,,1.089,1.5361,1.4358,36.7323,0.952381,610379e1059e7fb271a6fd193f910ee4a566658aefff59646b2b377b9d608819,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__static_clutter__MADDPG-style__seed6__ep09,main_comparison,static_clutter,0,MADDPG-style,6,9,60009,60009180036,,4,0,1800,0.1,ON,1,0.05,0.15,N/A,N/A,N/A,N/A,4,1,0,0,0,0,0,0,0,N/A,37.528136,38.234054,150.112545,1.424374,17.538258,21.1127,0.8307,0.732523,1.002213,1,0.679294,N/A,350,1311,0.26697177726926,0.118968,0.984296,0.5774,,256,,1.0945,1.4165,1.3059,37.6257,0.952381,610379e1059e7fb271a6fd193f910ee4a566658aefff59646b2b377b9d608819,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__static_clutter__MADDPG-style__seed7__ep00,main_comparison,static_clutter,0,MADDPG-style,7,0,70000,70000210000,,4,0,1800,0.1,ON,1,0.05,0.15,N/A,N/A,N/A,N/A,4,1,0,0,0,0,0,0,0,N/A,33.759803,38.490165,135.039211,1.09267,17.729395,21.3627,0.8299,0.735727,0.981939,1,0.679291,N/A,432,1620,0.266666666666667,0.117339,1.010318,0.577397,,234,,0.7396,1.8027,1.1567,37.6575,0.952381,c738af6d3e69b215243d37883e031bfe13257a76895d86e02874959facc4aa79,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__static_clutter__MADDPG-style__seed7__ep01,main_comparison,static_clutter,0,MADDPG-style,7,1,70001,70001210004,,4,0,1800,0.1,ON,1,0.05,0.15,N/A,N/A,N/A,N/A,4,1,0,0,0,0,0,0,0,N/A,32.815102,37.992215,131.26041,1.445694,16.631408,21.1127,0.7877,0.741408,0.88408,0,0.680976,N/A,425,1673,0.25403466826061,0.117041,0.980456,0.578829,,169,,0.823,1.3126,1.2625,36.2319,0.952381,c738af6d3e69b215243d37883e031bfe13257a76895d86e02874959facc4aa79,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__static_clutter__MADDPG-style__seed7__ep02,main_comparison,static_clutter,0,MADDPG-style,7,2,70002,70002210008,,4,0,1800,0.1,ON,1,0.05,0.15,N/A,N/A,N/A,N/A,4,1,0,0,0,0,0,0,0,N/A,34.67021,37.791708,138.68084,1.18825,17.406285,21.1752,0.822,0.711532,0.803572,2,0.704575,N/A,371,1290,0.287596899224806,0.101747,1.010318,0.598889,,110,,0.8003,1.398,1.4631,35.7387,0.952381,c738af6d3e69b215243d37883e031bfe13257a76895d86e02874959facc4aa79,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__static_clutter__MADDPG-style__seed7__ep03,main_comparison,static_clutter,0,MADDPG-style,7,3,70003,70003210012,,4,0,1800,0.1,ON,1,0.05,0.15,N/A,N/A,N/A,N/A,4,1,0,0,0,0,0,0,0,N/A,36.096533,40.573695,144.386131,1.280404,17.804425,21.2377,0.8383,0.728503,0.844034,0,0.68084,N/A,346,1204,0.287375415282392,0.135055,0.980456,0.578714,,280,,0.8996,1.7281,1.367,38.076,0.952381,c738af6d3e69b215243d37883e031bfe13257a76895d86e02874959facc4aa79,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__static_clutter__MADDPG-style__seed7__ep04,main_comparison,static_clutter,0,MADDPG-style,7,4,70004,70004210016,,4,0,1800,0.1,ON,1,0.05,0.15,N/A,N/A,N/A,N/A,4,1,0,0,0,0,0,0,0,N/A,36.918478,39.332376,147.673911,1.553134,17.868909,21.3627,0.8365,0.729905,0.978643,0,0.704828,N/A,433,1676,0.258353221957041,0.12591,1.010318,0.599104,,231,,1.0197,1.5694,1.1249,37.4125,0.952381,c738af6d3e69b215243d37883e031bfe13257a76895d86e02874959facc4aa79,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__static_clutter__MADDPG-style__seed7__ep05,main_comparison,static_clutter,0,MADDPG-style,7,5,70005,70005210020,,4,0,1800,0.1,ON,1,0.05,0.15,N/A,N/A,N/A,N/A,4,1,0,0,0,0,0,0,0,N/A,35.466157,36.9155,141.864627,1.152627,17.17591,21.1127,0.8135,0.720305,0.801895,1,0.70366,N/A,328,1279,0.256450351837373,0.121855,0.980456,0.598111,,247,,0.9779,1.538,1.2075,36.2677,0.952381,c738af6d3e69b215243d37883e031bfe13257a76895d86e02874959facc4aa79,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__static_clutter__MADDPG-style__seed7__ep06,main_comparison,static_clutter,0,MADDPG-style,7,6,70006,70006210024,,4,0,1800,0.1,ON,1,0.05,0.15,N/A,N/A,N/A,N/A,4,1,0,0,0,0,0,0,0,N/A,36.322914,39.967612,145.291657,1.400316,17.803431,21.3002,0.8358,0.710407,0.998651,2,0.661688,N/A,434,1560,0.278205128205128,0.124233,1.010318,0.562434,,266,,0.9651,1.5319,1.4567,36.9329,0.952381,c738af6d3e69b215243d37883e031bfe13257a76895d86e02874959facc4aa79,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__static_clutter__MADDPG-style__seed7__ep07,main_comparison,static_clutter,0,MADDPG-style,7,7,70007,70007210028,,4,0,1800,0.1,ON,1,0.05,0.15,N/A,N/A,N/A,N/A,4,1,0,0,0,0,0,0,0,N/A,33.793945,37.094927,135.175782,1.571086,17.667608,21.3627,0.827,0.723564,0.839726,1,0.714907,N/A,353,1346,0.262258543833581,0.120052,0.980456,0.607671,,278,,0.8414,1.3515,1.1466,36.0569,0.952381,c738af6d3e69b215243d37883e031bfe13257a76895d86e02874959facc4aa79,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__static_clutter__MADDPG-style__seed7__ep08,main_comparison,static_clutter,0,MADDPG-style,7,8,70008,70008210032,,4,0,1800,0.1,ON,1,0.05,0.15,N/A,N/A,N/A,N/A,4,1,0,0,0,0,0,0,0,N/A,36.662308,39.42038,146.649232,1.173901,17.43131,21.0502,0.8281,0.745907,0.873625,1,0.673833,N/A,395,1388,0.284582132564841,0.10654,1.010318,0.572758,,220,,0.957,1.8211,1.307,37.6218,0.952381,c738af6d3e69b215243d37883e031bfe13257a76895d86e02874959facc4aa79,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__static_clutter__MADDPG-style__seed7__ep09,main_comparison,static_clutter,0,MADDPG-style,7,9,70009,70009210036,,4,0,1800,0.1,ON,1,0.05,0.15,N/A,N/A,N/A,N/A,4,1,0,0,0,0,0,0,0,N/A,34.358244,37.301872,137.432977,1.004401,17.632547,21.2377,0.8302,0.728183,0.933862,1,0.709714,N/A,419,1543,0.271548930654569,0.119696,0.980456,0.603257,,284,,0.9598,1.392,1.4908,37.1867,0.952381,c738af6d3e69b215243d37883e031bfe13257a76895d86e02874959facc4aa79,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__dynamic_pedestrians__MADDPG-style__seed0__ep00,main_comparison,dynamic_pedestrians,1,MADDPG-style,0,0,100,100000300,100000397,4,1,1500,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,33.271814,36.555553,133.087255,2.347994,13.228005,12.8192,1.0319,0.933806,0.94531,5,0.701223,0.827804,325,1070,0.303738317757009,0.156497,0.806951,0.59604,0.703633,214,143,0.9013,1.3878,1.3917,38.8886,0.952381,22ba23afb82dd8ade0b6717a95e954dfced88a7275649ffa84ea24636e9fc8e4,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__dynamic_pedestrians__MADDPG-style__seed0__ep01,main_comparison,dynamic_pedestrians,1,MADDPG-style,0,1,101,101000304,101000401,4,1,1500,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,32.676021,38.803724,130.704085,2.39294,13.552941,12.8118,1.0579,0.916579,0.842429,2,0.688409,0.852314,388,1364,0.284457478005865,0.164833,0.902569,0.585148,0.724467,245,164,1.0497,1.6075,1.1646,36.8887,0.952381,22ba23afb82dd8ade0b6717a95e954dfced88a7275649ffa84ea24636e9fc8e4,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__dynamic_pedestrians__MADDPG-style__seed0__ep02,main_comparison,dynamic_pedestrians,1,MADDPG-style,0,2,102,102000308,102000405,4,1,1500,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,33.620986,37.199909,134.483943,2.106955,13.380863,12.8112,1.0445,0.911264,0.986612,5,0.702873,0.793347,301,1080,0.278703703703704,0.160581,0.855959,0.597442,0.674345,263,176,0.9171,1.4194,1.3414,33.3571,0.952381,22ba23afb82dd8ade0b6717a95e954dfced88a7275649ffa84ea24636e9fc8e4,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__dynamic_pedestrians__MADDPG-style__seed0__ep03,main_comparison,dynamic_pedestrians,1,MADDPG-style,0,3,103,103000312,103000409,4,1,1500,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,30.970054,35.385855,123.880217,2.263631,13.147991,12.8058,1.0267,0.906104,0.764743,7,0.707142,0.835286,335,1136,0.294894366197183,0.146168,0.894657,0.601071,0.709993,247,164,0.8115,1.7337,1.4148,36.2414,0.952381,22ba23afb82dd8ade0b6717a95e954dfced88a7275649ffa84ea24636e9fc8e4,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__dynamic_pedestrians__MADDPG-style__seed0__ep04,main_comparison,dynamic_pedestrians,1,MADDPG-style,0,4,104,104000316,104000413,4,1,1500,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,32.024961,39.061026,128.099843,2.968125,13.023006,12.825,1.0154,0.921803,0.907649,0,0.66165,0.808161,305,1073,0.284249767008388,0.142654,0.86252,0.562402,0.686937,203,136,0.7288,1.3654,1.2724,38.6761,0.952381,22ba23afb82dd8ade0b6717a95e954dfced88a7275649ffa84ea24636e9fc8e4,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__dynamic_pedestrians__MADDPG-style__seed0__ep05,main_comparison,dynamic_pedestrians,1,MADDPG-style,0,5,105,105000320,105000417,4,1,1500,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,30.267167,38.853733,121.068669,2.568501,13.030806,12.8106,1.0172,0.906634,0.863802,3,0.68811,0.847257,310,1194,0.25963149078727,0.144872,0.882587,0.584894,0.720168,286,191,0.8622,1.4845,1.2985,40.014,0.952381,22ba23afb82dd8ade0b6717a95e954dfced88a7275649ffa84ea24636e9fc8e4,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__dynamic_pedestrians__MADDPG-style__seed0__ep06,main_comparison,dynamic_pedestrians,1,MADDPG-style,0,6,106,106000324,106000421,4,1,1500,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,35.52247,39.373871,142.08988,2.196017,13.995299,12.7812,1.095,0.898514,0.798554,0,0.705105,0.857228,329,1205,0.273029045643154,0.132259,0.875867,0.599339,0.728644,235,157,1.062,1.8783,1.4317,38.0286,0.952381,22ba23afb82dd8ade0b6717a95e954dfced88a7275649ffa84ea24636e9fc8e4,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__dynamic_pedestrians__MADDPG-style__seed0__ep07,main_comparison,dynamic_pedestrians,1,MADDPG-style,0,7,107,107000328,107000425,4,1,1500,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,32.730901,38.036109,130.923604,2.012707,13.036055,12.804,1.0181,0.912764,0.839517,8,0.669782,0.835253,273,914,0.298687089715536,0.147585,0.882111,0.569314,0.709965,169,113,0.9241,1.4329,1.1938,36.5429,0.952381,22ba23afb82dd8ade0b6717a95e954dfced88a7275649ffa84ea24636e9fc8e4,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__dynamic_pedestrians__MADDPG-style__seed0__ep08,main_comparison,dynamic_pedestrians,1,MADDPG-style,0,8,108,108000332,108000429,4,1,1500,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,34.273461,37.469734,137.093843,2.588385,13.15525,12.8087,1.0271,0.905466,0.89213,6,0.691476,0.85149,360,1255,0.286852589641434,0.157782,0.877602,0.587755,0.723767,292,195,0.9099,1.8853,1.3026,35.7972,0.952381,22ba23afb82dd8ade0b6717a95e954dfced88a7275649ffa84ea24636e9fc8e4,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__dynamic_pedestrians__MADDPG-style__seed0__ep09,main_comparison,dynamic_pedestrians,1,MADDPG-style,0,9,109,109000336,109000433,4,1,1500,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,32.152451,36.135705,128.609802,1.706591,13.469906,12.8135,1.0512,0.909662,0.827269,4,0.664855,0.817192,289,1010,0.286138613861386,0.137261,0.815186,0.565127,0.694613,258,172,0.7225,1.8589,1.4413,36.3614,0.952381,22ba23afb82dd8ade0b6717a95e954dfced88a7275649ffa84ea24636e9fc8e4,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__dynamic_pedestrians__MADDPG-style__seed1__ep00,main_comparison,dynamic_pedestrians,1,MADDPG-style,1,0,10100,10100030300,10100030397,4,1,1500,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,37.058705,37.253999,148.234821,1.989602,13.531399,12.8146,1.0559,0.915136,0.784918,5,0.646419,0.796173,354,1272,0.278301886792453,0.192104,0.871005,0.549456,0.676747,198,132,0.7184,1.4668,1.4082,36.2487,0.952381,24ef00c2101fb55789b2c53c0d8fdb6699713f040a0d78b211b9ee757a25c938,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__dynamic_pedestrians__MADDPG-style__seed1__ep01,main_comparison,dynamic_pedestrians,1,MADDPG-style,1,1,10101,10101030304,10101030401,4,1,1500,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,34.153087,35.88901,136.612348,1.6239,13.375651,12.8038,1.0447,0.920435,0.931182,2,0.680921,0.772137,374,1475,0.253559322033898,0.179259,0.835442,0.578783,0.656316,249,166,0.8682,1.4527,1.3968,36.6307,0.952381,24ef00c2101fb55789b2c53c0d8fdb6699713f040a0d78b211b9ee757a25c938,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__dynamic_pedestrians__MADDPG-style__seed1__ep02,main_comparison,dynamic_pedestrians,1,MADDPG-style,1,2,10102,10102030308,10102030405,4,1,1500,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,35.236168,35.422348,140.944671,1.929115,13.28757,12.802,1.0379,0.950396,0.84097,5,0.67324,0.785827,356,1434,0.248256624825662,0.141094,0.84743,0.572254,0.667953,272,182,0.7914,1.7415,1.3507,35.7175,0.952381,24ef00c2101fb55789b2c53c0d8fdb6699713f040a0d78b211b9ee757a25c938,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__dynamic_pedestrians__MADDPG-style__seed1__ep03,main_comparison,dynamic_pedestrians,1,MADDPG-style,1,3,10103,10103030312,10103030409,4,1,1500,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,33.84644,35.526092,135.385762,1.931837,13.540392,12.8151,1.0566,0.931453,0.799531,3,0.655234,0.804405,358,1393,0.25699928212491,0.199261,0.827221,0.556949,0.683744,140,93,1.0903,1.6181,1.4089,34.6302,0.952381,24ef00c2101fb55789b2c53c0d8fdb6699713f040a0d78b211b9ee757a25c938,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__dynamic_pedestrians__MADDPG-style__seed1__ep04,main_comparison,dynamic_pedestrians,1,MADDPG-style,1,4,10104,10104030316,10104030413,4,1,1500,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,31.858645,35.39771,127.43458,1.699668,13.730932,12.8093,1.0719,0.941667,0.895725,3,0.664992,0.804087,304,1251,0.243005595523581,0.180915,0.869618,0.565243,0.683474,255,170,1.0616,1.8936,1.1651,36.0096,0.952381,24ef00c2101fb55789b2c53c0d8fdb6699713f040a0d78b211b9ee757a25c938,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
main__dynamic_pedestrians__MADDPG-style__seed1__ep05,main_comparison,dynamic_pedestrians,1,MADDPG-style,1,5,10105,10105030320,10105030417,4,1,1500,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,32.980428,36.345921,131.92171,1.768176,13.488941,12.817,1.0524,0.906774,0.927284,7,0.633829,0.781492,375,1453,0.258086717136958,0.158426,0.863881,0.538755,0.664268,242,161,0.9694,1.7659,1.278,34.2937,0.952381,24ef00c2101fb55789b2c53c0d8fdb6699713f040a0d78b211b9ee757a25c938,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d
