checkpoint_key,experiment_group,method_or_variant,scenario,training_seed,training_episodes,validation_points,selected_training_episode,checkpoint_relative_path,checkpoint_sha256,source_commit,config_sha256,selection_score_text,release_in_public_repo
ablation__mixed_complex__w/o_GAT__seed5,ablation,w/o GAT,mixed_complex,5,100,20,70,checkpoints/w/o GAT/mixed_complex/seed5_ep70.pt,36dace953fba2d632ae3e9307fbc85d3098fab0f2d11dc0067b5c1fbafc87f7c,6ab462282254dde9da98b27b25c83d9d362b1a8c,0487b7ebc94623d8620b00d68767aad498ed167de2de213570c000cb5cd257f0,"completed=4,collision=0,completion=33.31",no
ablation__mixed_complex__w/o_GAT__seed6,ablation,w/o GAT,mixed_complex,6,100,20,70,checkpoints/w/o GAT/mixed_complex/seed6_ep70.pt,abf2fa4df10076405a24f1bfbd523dbf0af6cef96428c164f1d4a77644e5942b,6ab462282254dde9da98b27b25c83d9d362b1a8c,0487b7ebc94623d8620b00d68767aad498ed167de2de213570c000cb5cd257f0,"completed=4,collision=0,completion=33.99",no
ablation__mixed_complex__w/o_GAT__seed7,ablation,w/o GAT,mixed_complex,7,100,20,70,checkpoints/w/o GAT/mixed_complex/seed7_ep70.pt,dca787af59dc702b52ed495bb98e04a6514aede0c2c75ca86d5e6d2a1568ad0d,6ab462282254dde9da98b27b25c83d9d362b1a8c,0487b7ebc94623d8620b00d68767aad498ed167de2de213570c000cb5cd257f0,"completed=4,collision=0,completion=34.04",no
ablation__mixed_complex__fixed_reduced-term_reward_configuration__seed0,ablation,fixed reduced-term reward configuration,mixed_complex,0,100,20,70,checkpoints/fixed reduced-term reward configuration/mixed_complex/seed0_ep70.pt,4bbb4e133e532db090e4e34eeeee839c5571a38f3ae543e1fc03502947199c47,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f,"completed=4,collision=0,completion=37.17",no
ablation__mixed_complex__fixed_reduced-term_reward_configuration__seed1,ablation,fixed reduced-term reward configuration,mixed_complex,1,100,20,70,checkpoints/fixed reduced-term reward configuration/mixed_complex/seed1_ep70.pt,7d5f3b0062c9a4f2a27e2d76e1d4dd3fa296a75cc349a80c3064ed2ee996c748,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f,"completed=4,collision=0,completion=33.23",no
ablation__mixed_complex__fixed_reduced-term_reward_configuration__seed2,ablation,fixed reduced-term reward configuration,mixed_complex,2,100,20,90,checkpoints/fixed reduced-term reward configuration/mixed_complex/seed2_ep90.pt,b17344d0d4096c9f7ee00e0374d2f12c616cba908d4b40562c3ee613efb97a81,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f,"completed=4,collision=0,completion=35.92",no
ablation__mixed_complex__fixed_reduced-term_reward_configuration__seed3,ablation,fixed reduced-term reward configuration,mixed_complex,3,100,20,90,checkpoints/fixed reduced-term reward configuration/mixed_complex/seed3_ep90.pt,957a40b6a296aadacf94e7d74394606ae283f6036b325611183881d51897ffc3,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f,"completed=4,collision=0,completion=33.68",no
ablation__mixed_complex__fixed_reduced-term_reward_configuration__seed4,ablation,fixed reduced-term reward configuration,mixed_complex,4,100,20,80,checkpoints/fixed reduced-term reward configuration/mixed_complex/seed4_ep80.pt,277905a94725d44a5e7818afbf1e590387047d1dacfcc18db39d8febbbe791f9,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f,"completed=4,collision=0,completion=34.44",no
ablation__mixed_complex__fixed_reduced-term_reward_configuration__seed5,ablation,fixed reduced-term reward configuration,mixed_complex,5,100,20,70,checkpoints/fixed reduced-term reward configuration/mixed_complex/seed5_ep70.pt,2c0a7a0fc6d1c5479fd4d0ba119c536d028b679278f3d993435eea40a1e813cf,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f,"completed=4,collision=0,completion=36.98",no
ablation__mixed_complex__fixed_reduced-term_reward_configuration__seed6,ablation,fixed reduced-term reward configuration,mixed_complex,6,100,20,75,checkpoints/fixed reduced-term reward configuration/mixed_complex/seed6_ep75.pt,deedd3f7c96ea1e69c0dcb0930da0a82d69fd4cf06073292b81e090dfecef1fb,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f,"completed=4,collision=0,completion=36.90",no
ablation__mixed_complex__fixed_reduced-term_reward_configuration__seed7,ablation,fixed reduced-term reward configuration,mixed_complex,7,100,20,75,checkpoints/fixed reduced-term reward configuration/mixed_complex/seed7_ep75.pt,7e1a9a25e7d08359648ba6d00cc3955e79a59c8ae601d2bd4bb153d8df5d7241,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f,"completed=4,collision=0,completion=33.12",no
ablation__mixed_complex__w/o_interaction_gate__seed0,ablation,w/o interaction gate,mixed_complex,0,100,20,90,checkpoints/w/o interaction gate/mixed_complex/seed0_ep90.pt,82ba5bbb53bf568f083644b7e80e5d6a777836780d8d6584176ea0032678327d,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b,"completed=4,collision=0,completion=37.37",no
ablation__mixed_complex__w/o_interaction_gate__seed1,ablation,w/o interaction gate,mixed_complex,1,100,20,75,checkpoints/w/o interaction gate/mixed_complex/seed1_ep75.pt,a13f2c26f536beef252a4fd482704f8bc653eb3eb2e8a99065f43cfa7b87c8fe,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b,"completed=4,collision=0,completion=37.67",no
ablation__mixed_complex__w/o_interaction_gate__seed2,ablation,w/o interaction gate,mixed_complex,2,100,20,80,checkpoints/w/o interaction gate/mixed_complex/seed2_ep80.pt,592290fa365851161a9504626f662292fbd768135af6ba69d16ef2f0d9a9aea9,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b,"completed=4,collision=0,completion=33.94",no
ablation__mixed_complex__w/o_interaction_gate__seed3,ablation,w/o interaction gate,mixed_complex,3,100,20,85,checkpoints/w/o interaction gate/mixed_complex/seed3_ep85.pt,bc61f7d1ed7df74da60b321e251b904f27e7844185379ebfea9876d6888693a4,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b,"completed=4,collision=0,completion=36.21",no
ablation__mixed_complex__w/o_interaction_gate__seed4,ablation,w/o interaction gate,mixed_complex,4,100,20,90,checkpoints/w/o interaction gate/mixed_complex/seed4_ep90.pt,7e012faa1b4ab0861789eb24903b389cd3c0ceb424f543aad2e3ee7820f4cf47,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b,"completed=4,collision=0,completion=36.53",no
ablation__mixed_complex__w/o_interaction_gate__seed5,ablation,w/o interaction gate,mixed_complex,5,100,20,70,checkpoints/w/o interaction gate/mixed_complex/seed5_ep70.pt,bfc7d5658b264e858aa448592104889a7ea1574c756cb35a492dda89cd4a931a,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b,"completed=4,collision=0,completion=34.09",no
ablation__mixed_complex__w/o_interaction_gate__seed6,ablation,w/o interaction gate,mixed_complex,6,100,20,85,checkpoints/w/o interaction gate/mixed_complex/seed6_ep85.pt,3e42702dbcfb9b8c21ca944eb4d43eacf2ed8100f356313941f00744b2dd074e,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b,"completed=4,collision=0,completion=35.58",no
ablation__mixed_complex__w/o_interaction_gate__seed7,ablation,w/o interaction gate,mixed_complex,7,100,20,85,checkpoints/w/o interaction gate/mixed_complex/seed7_ep85.pt,7902174b29cabd2882cf480113cd94012873c306a91f3a9870d82f10d87b55fb,6ab462282254dde9da98b27b25c83d9d362b1a8c,20cecc9854b94ea3deddf50ea2a02c71bbcfbedcef76a91b70aba0c3cc58683b,"completed=4,collision=0,completion=37.64",no
ablation__mixed_complex__w/o_conflict_coordinator__seed0,ablation,w/o conflict coordinator,mixed_complex,0,100,20,95,checkpoints/w/o conflict coordinator/mixed_complex/seed0_ep95.pt,9664d591de99412588178f9c8e57534ac7416fb08bd2e9bd004eb91366775649,6ab462282254dde9da98b27b25c83d9d362b1a8c,7fe59b24ed7fd7da7e6f9718b5a8a55bf51685de4bf16539d576b18d185d8e6f,"completed=4,collision=0,completion=34.45",no
ablation__mixed_complex__w/o_conflict_coordinator__seed1,ablation,w/o conflict coordinator,mixed_complex,1,100,20,70,checkpoints/w/o conflict coordinator/mixed_complex/seed1_ep70.pt,2369dd2930f2417ced8062d33ba81d20acf0aa9c1745d69f2fa73c8b377da2c7,6ab462282254dde9da98b27b25c83d9d362b1a8c,7fe59b24ed7fd7da7e6f9718b5a8a55bf51685de4bf16539d576b18d185d8e6f,"completed=4,collision=0,completion=35.37",no
ablation__mixed_complex__w/o_conflict_coordinator__seed2,ablation,w/o conflict coordinator,mixed_complex,2,100,20,80,checkpoints/w/o conflict coordinator/mixed_complex/seed2_ep80.pt,e8f07dbafaf6c3ce8447ca14081549b77b05268ee03deb1e037224f16c7f9970,6ab462282254dde9da98b27b25c83d9d362b1a8c,7fe59b24ed7fd7da7e6f9718b5a8a55bf51685de4bf16539d576b18d185d8e6f,"completed=4,collision=0,completion=33.81",no
ablation__mixed_complex__w/o_conflict_coordinator__seed3,ablation,w/o conflict coordinator,mixed_complex,3,100,20,90,checkpoints/w/o conflict coordinator/mixed_complex/seed3_ep90.pt,9066dc4f62d696bcdf7ce8e590ccb8f03872df1d6cbbfb1e6bc26302af623ae7,6ab462282254dde9da98b27b25c83d9d362b1a8c,7fe59b24ed7fd7da7e6f9718b5a8a55bf51685de4bf16539d576b18d185d8e6f,"completed=4,collision=0,completion=34.83",no
ablation__mixed_complex__w/o_conflict_coordinator__seed4,ablation,w/o conflict coordinator,mixed_complex,4,100,20,90,checkpoints/w/o conflict coordinator/mixed_complex/seed4_ep90.pt,29b87204da4c4c302c62cb8542da116f023a0c17ed9b70f2a5fc797cc74dd538,6ab462282254dde9da98b27b25c83d9d362b1a8c,7fe59b24ed7fd7da7e6f9718b5a8a55bf51685de4bf16539d576b18d185d8e6f,"completed=4,collision=0,completion=37.60",no
ablation__mixed_complex__w/o_conflict_coordinator__seed5,ablation,w/o conflict coordinator,mixed_complex,5,100,20,75,checkpoints/w/o conflict coordinator/mixed_complex/seed5_ep75.pt,363a3a607574d9abaa66b9dca0fa4424f89362ebd4dd45b595b8a3ab0f546686,6ab462282254dde9da98b27b25c83d9d362b1a8c,7fe59b24ed7fd7da7e6f9718b5a8a55bf51685de4bf16539d576b18d185d8e6f,"completed=4,collision=0,completion=36.24",no
ablation__mixed_complex__w/o_conflict_coordinator__seed6,ablation,w/o conflict coordinator,mixed_complex,6,100,20,90,checkpoints/w/o conflict coordinator/mixed_complex/seed6_ep90.pt,a9adffdee78648565e530e1d3c4325b67699c21b6053cf4fb62c076e18e07328,6ab462282254dde9da98b27b25c83d9d362b1a8c,7fe59b24ed7fd7da7e6f9718b5a8a55bf51685de4bf16539d576b18d185d8e6f,"completed=4,collision=0,completion=37.14",no
ablation__mixed_complex__w/o_conflict_coordinator__seed7,ablation,w/o conflict coordinator,mixed_complex,7,100,20,95,checkpoints/w/o conflict coordinator/mixed_complex/seed7_ep95.pt,a2d4b2f4c83dab28ccd47a924e438f58395e8a8b76bfe1bf3d4594ebf4ec6ecd,6ab462282254dde9da98b27b25c83d9d362b1a8c,7fe59b24ed7fd7da7e6f9718b5a8a55bf51685de4bf16539d576b18d185d8e6f,"completed=4,collision=0,completion=36.28",no
