record_id,protocol_id,scenario,controller,group_type,group_id,training_seed_if_applicable,evaluation_episode_index,robot_count,safety_envelope,control_step_s,fully_successful_episode,collision_episode,rr_near_miss_count,rp_near_miss_count,average_completion_time_s,makespan_s,average_waiting_time_s,average_path_length_m,astar_reference_path_length_m,executed_to_astar_ratio,trajectory_straightness,min_rr_center_distance_m,min_rp_center_distance_m,intervention_ratio,checkpoint_sha256
classicalref__dynamic_pedestrians__Classical_local_controller__g1__ep05,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,1,N/A,5,4,ON,0.1,1,0,0,0,33.449863,36.241145,1.182117,13.961,12.817,1.0893,0.920655,0.69523,0.819042,0.2422786,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g1__ep06,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,1,N/A,6,4,ON,0.1,1,0,0,0,32.077992,36.713713,1.160391,13.8153,12.8254,1.0772,0.923476,0.70606,0.800326,0.24493594,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g1__ep07,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,1,N/A,7,4,ON,0.1,1,0,0,0,33.101583,36.864191,1.384641,14.0974,12.8021,1.1012,0.931123,0.673313,0.884343,0.24023675,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g1__ep08,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,1,N/A,8,4,ON,0.1,1,0,0,0,32.312772,37.106614,1.313148,14.0165,12.8116,1.094,0.91082,0.684181,0.81064,0.24415005,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g1__ep09,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,1,N/A,9,4,ON,0.1,1,0,0,0,32.075798,37.217956,1.225582,13.8138,12.8057,1.0787,0.920859,0.687514,0.826919,0.24339204,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g2__ep00,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,2,N/A,0,4,ON,0.1,1,0,0,0,29.865385,34.353816,1.422055,13.4089,12.8041,1.0472,0.914417,0.670161,0.88738,0.24019885,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g2__ep01,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,2,N/A,1,4,ON,0.1,1,0,0,0,32.586132,35.186672,1.18716,13.5686,12.8226,1.0582,0.913109,0.687437,0.817154,0.24021038,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g2__ep02,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,2,N/A,2,4,ON,0.1,1,0,0,0,32.305864,34.694691,1.361111,13.4928,12.7793,1.0558,0.923845,0.689146,0.83511,0.24361328,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g2__ep03,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,2,N/A,3,4,ON,0.1,1,0,0,0,29.715976,35.094006,1.496977,13.6281,12.8008,1.0646,0.938857,0.686934,0.8142,0.24049907,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g2__ep04,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,2,N/A,4,4,ON,0.1,1,0,0,0,32.49822,35.002011,1.219603,13.4647,12.8317,1.0493,0.937951,0.676086,0.841498,0.23776235,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g2__ep05,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,2,N/A,5,4,ON,0.1,1,0,0,0,30.461945,36.119709,1.312506,13.4791,12.8201,1.0514,0.943035,0.653607,0.87216,0.2414731,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g2__ep06,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,2,N/A,6,4,ON,0.1,1,0,0,0,33.290117,35.284115,0.921957,13.813,12.8368,1.076,0.914533,0.693453,0.880056,0.24212657,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g2__ep07,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,2,N/A,7,4,ON,0.1,1,0,0,0,32.76493,33.546594,1.652638,13.3148,12.8072,1.0396,0.920397,0.705329,0.818326,0.243703,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g2__ep08,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,2,N/A,8,4,ON,0.1,1,0,0,0,31.508367,35.984171,1.353911,13.7458,12.7667,1.0767,0.921549,0.652663,0.819316,0.24378337,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g2__ep09,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,2,N/A,9,4,ON,0.1,1,0,0,0,30.936591,36.370659,1.297483,13.9003,12.7992,1.086,0.933119,0.672223,0.888061,0.24214203,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g3__ep00,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,3,N/A,0,4,ON,0.1,1,0,0,0,34.385904,34.527196,1.863501,13.8937,12.8087,1.0847,0.940823,0.652972,0.869907,0.26788471,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g3__ep01,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,3,N/A,1,4,ON,0.1,1,0,0,0,33.929828,33.946848,1.509794,13.3875,12.8008,1.0458,0.91791,0.657782,0.842113,0.26732352,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g3__ep02,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,3,N/A,2,4,ON,0.1,1,0,0,0,32.110872,34.135837,1.690661,13.7515,12.7797,1.076,0.91677,0.70659,0.898564,0.26880064,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g3__ep03,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,3,N/A,3,4,ON,0.1,1,0,0,0,32.756765,35.470348,1.349228,13.7712,12.8254,1.0737,0.947764,0.680907,0.863698,0.26948333,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g3__ep04,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,3,N/A,4,4,ON,0.1,1,0,0,0,32.405301,35.668,1.645496,13.8519,12.7917,1.0829,0.946448,0.705695,0.843437,0.26602464,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g3__ep05,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,3,N/A,5,4,ON,0.1,1,0,0,0,31.25952,33.288155,1.704844,13.6587,12.8011,1.067,0.941895,0.695848,0.869491,0.26493086,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g3__ep06,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,3,N/A,6,4,ON,0.1,1,0,0,0,30.298615,34.483988,1.582118,13.5531,12.824,1.0569,0.933225,0.679044,0.888272,0.26783101,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g3__ep07,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,3,N/A,7,4,ON,0.1,1,0,0,0,32.311983,34.122925,1.847503,13.8778,12.8012,1.0841,0.923841,0.659062,0.825512,0.26787818,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g3__ep08,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,3,N/A,8,4,ON,0.1,1,0,0,0,35.028598,36.286229,1.850388,13.9812,12.8226,1.0904,0.912539,0.690738,0.843284,0.26727191,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g3__ep09,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,3,N/A,9,4,ON,0.1,1,0,0,0,31.798784,34.683094,1.868654,13.7794,12.8076,1.0759,0.945295,0.661642,0.813721,0.27047244,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g4__ep00,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,4,N/A,0,4,ON,0.1,1,0,0,0,31.722602,36.50803,1.338627,13.5521,12.8129,1.0577,0.948446,0.683183,0.890841,0.25942115,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g4__ep01,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,4,N/A,1,4,ON,0.1,1,0,0,0,34.633293,36.847331,1.203929,13.7906,12.8002,1.0774,0.93252,0.695511,0.831584,0.26250055,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g4__ep02,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,4,N/A,2,4,ON,0.1,1,0,0,0,31.858426,34.666679,1.663577,14.0495,12.7837,1.099,0.911901,0.68462,0.83468,0.25626349,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g4__ep03,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,4,N/A,3,4,ON,0.1,1,0,0,0,33.531335,35.62522,1.288807,13.7135,12.828,1.069,0.944051,0.651115,0.800752,0.26007521,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g4__ep04,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,4,N/A,4,4,ON,0.1,1,0,0,0,31.448654,37.608981,1.67317,13.8652,12.81,1.0824,0.924272,0.677982,0.852662,0.25904788,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g4__ep05,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,4,N/A,5,4,ON,0.1,1,0,0,0,31.693481,38.174268,1.166454,13.9924,12.7982,1.0933,0.94354,0.706572,0.850286,0.2585152,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g4__ep06,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,4,N/A,6,4,ON,0.1,1,0,0,0,32.916518,34.778152,1.258027,13.4577,12.7917,1.0521,0.947108,0.68733,0.822287,0.26159629,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g4__ep07,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,4,N/A,7,4,ON,0.1,1,0,0,0,30.790685,36.864262,1.301312,13.3569,12.8263,1.0414,0.928028,0.668678,0.882813,0.25915673,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g4__ep08,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,4,N/A,8,4,ON,0.1,1,0,0,0,33.208719,35.561054,1.537678,13.4399,12.8172,1.0486,0.942735,0.683321,0.824155,0.26371639,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g4__ep09,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,4,N/A,9,4,ON,0.1,1,0,0,0,30.865487,35.233901,1.496705,13.4116,12.7997,1.0478,0.929233,0.705536,0.888134,0.26419176,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g5__ep00,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,5,N/A,0,4,ON,0.1,1,0,0,0,33.61082,35.625814,1.596425,14.0449,12.8252,1.0951,0.932715,0.655242,0.891286,0.25343978,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g5__ep01,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,5,N/A,1,4,ON,0.1,1,0,0,0,31.835847,36.779901,1.589788,14.0995,12.8201,1.0998,0.948032,0.701673,0.885893,0.2518219,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g5__ep02,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,5,N/A,2,4,ON,0.1,1,0,0,0,31.269407,35.843981,1.809109,13.7473,12.7949,1.0744,0.941022,0.674806,0.847419,0.2514642,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g5__ep03,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,5,N/A,3,4,ON,0.1,1,0,0,0,31.458924,36.473719,1.802861,13.9049,12.8039,1.086,0.915976,0.677352,0.824155,0.25187527,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g5__ep04,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,5,N/A,4,4,ON,0.1,1,0,0,0,32.203298,36.694732,1.870014,13.3093,12.8089,1.0391,0.918791,0.678106,0.833861,0.25425235,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g5__ep05,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,5,N/A,5,4,ON,0.1,1,0,0,0,32.875287,35.871617,1.613489,13.3779,12.8037,1.0448,0.918002,0.661014,0.869851,0.25130936,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g5__ep06,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,5,N/A,6,4,ON,0.1,1,0,0,0,30.703305,37.51826,1.821242,13.827,12.8239,1.0782,0.949823,0.67886,0.834069,0.25343118,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g5__ep07,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,5,N/A,7,4,ON,0.1,1,0,0,0,33.714201,36.588837,1.783485,13.9629,12.824,1.0888,0.927556,0.67349,0.815877,0.25214505,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g5__ep08,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,5,N/A,8,4,ON,0.1,1,0,0,0,33.24267,36.986593,1.522858,13.8552,12.812,1.0814,0.918651,0.702114,0.898501,0.25327274,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g5__ep09,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,5,N/A,9,4,ON,0.1,1,0,0,0,30.259843,36.522037,1.597622,13.9279,12.8016,1.088,0.944066,0.692787,0.856725,0.25636516,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g6__ep00,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,6,N/A,0,4,ON,0.1,1,0,0,0,31.760371,34.97095,1.128521,14.0655,12.7897,1.0997,0.94218,0.704219,0.833468,0.27835366,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g6__ep01,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,6,N/A,1,4,ON,0.1,1,0,0,0,32.616174,38.971401,1.13273,13.8659,12.8305,1.0807,0.91636,0.662511,0.84791,0.27417755,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g6__ep02,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,6,N/A,2,4,ON,0.1,1,0,0,0,30.912284,39.353185,1.270893,13.4256,12.7817,1.0504,0.93791,0.703934,0.814521,0.27429557,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g6__ep03,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,6,N/A,3,4,ON,0.1,1,0,0,0,32.065708,36.418697,1.4502,13.9415,12.8184,1.0876,0.911201,0.68774,0.898202,0.27262043,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g6__ep04,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,6,N/A,4,4,ON,0.1,1,0,0,0,34.184465,37.479648,1.316498,13.7061,12.8023,1.0706,0.917371,0.666386,0.82338,0.27448382,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g6__ep05,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,6,N/A,5,4,ON,0.1,1,0,0,0,32.267153,38.760579,0.984294,13.5128,12.8081,1.055,0.920036,0.690424,0.81194,0.27921757,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g6__ep06,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,6,N/A,6,4,ON,0.1,1,0,0,0,33.824059,35.942159,1.187305,14.0283,12.784,1.0973,0.913526,0.7085,0.81995,0.26937997,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g6__ep07,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,6,N/A,7,4,ON,0.1,1,0,0,0,32.217257,37.137047,1.177025,13.364,12.8029,1.0438,0.931023,0.70762,0.836211,0.27634907,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g6__ep08,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,6,N/A,8,4,ON,0.1,1,0,0,0,32.257755,36.573626,1.140481,13.8907,12.8158,1.0839,0.931049,0.6742,0.808028,0.2798334,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g6__ep09,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,6,N/A,9,4,ON,0.1,1,0,0,0,31.757836,36.517437,1.158836,14.0226,12.8006,1.0955,0.925005,0.66896,0.843186,0.27819901,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g7__ep00,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,7,N/A,0,4,ON,0.1,1,0,0,0,33.904048,36.437458,1.227081,13.3203,12.7997,1.0407,0.922068,0.700858,0.881461,0.2648663,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g7__ep01,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,7,N/A,1,4,ON,0.1,1,0,0,0,33.13255,35.687903,1.414419,13.8394,12.8093,1.0804,0.910787,0.698834,0.809159,0.26558078,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g7__ep02,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,7,N/A,2,4,ON,0.1,1,0,0,0,31.408321,35.123294,1.389341,13.419,12.7926,1.049,0.920556,0.676367,0.808585,0.26971203,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g7__ep03,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,7,N/A,3,4,ON,0.1,1,0,0,0,32.825924,35.743539,1.694593,13.929,12.7877,1.0893,0.949088,0.683068,0.810188,0.26376852,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g7__ep04,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,7,N/A,4,4,ON,0.1,1,0,0,0,32.494452,36.345144,1.288,13.8795,12.7963,1.0847,0.943429,0.651586,0.844238,0.26738886,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g7__ep05,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,7,N/A,5,4,ON,0.1,1,0,0,0,32.653635,36.230108,1.352518,13.5443,12.8235,1.0562,0.939025,0.709736,0.895337,0.26311395,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g7__ep06,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,7,N/A,6,4,ON,0.1,1,0,0,0,35.590945,36.073271,1.662673,13.3983,12.8126,1.0457,0.921118,0.667767,0.850148,0.26464805,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g7__ep07,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,7,N/A,7,4,ON,0.1,1,0,0,0,33.325362,34.89871,1.460955,13.5076,12.7875,1.0563,0.920287,0.695755,0.833508,0.26601911,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g7__ep08,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,7,N/A,8,4,ON,0.1,1,0,0,0,32.267385,36.882813,1.276714,13.9296,12.8135,1.0871,0.918845,0.665654,0.818265,0.26615776,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g7__ep09,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,7,N/A,9,4,ON,0.1,1,0,0,0,32.396532,35.247188,1.5361,13.4634,12.8218,1.05,0.933882,0.707411,0.823225,0.26359582,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g0__ep00,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,0,N/A,0,4,ON,0.1,1,0,0,0,49.587524,49.542411,1.067478,21.897,23.0091,0.9517,0.76916,0.842743,0.821082,0.3187135,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g0__ep01,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,0,N/A,1,4,ON,0.1,1,0,0,0,47.379926,49.522411,0.877367,21.5648,23.1342,0.9322,0.742726,0.826416,0.812841,0.31184772,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g0__ep02,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,0,N/A,2,4,ON,0.1,1,0,0,0,46.850221,49.532411,1.242051,21.3427,22.9326,0.9307,0.76508,0.846465,0.816362,0.31568819,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g0__ep03,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,0,N/A,3,4,ON,0.1,1,0,0,0,51.669938,49.532411,1.171345,21.3615,23.0527,0.9266,0.76232,0.809654,0.896819,0.31726209,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g0__ep04,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,0,N/A,4,4,ON,0.1,1,0,0,0,49.595857,49.532411,1.582149,21.9952,23.1777,0.949,0.763098,0.849836,0.849755,0.31646728,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g0__ep05,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,0,N/A,5,4,ON,0.1,1,0,0,0,46.774506,49.532411,1.252677,21.698,23.1388,0.9377,0.751836,0.812622,0.800087,0.31431384,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g0__ep06,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,0,N/A,6,4,ON,0.1,1,0,0,0,47.038087,49.532411,1.151833,21.8376,22.9948,0.9497,0.732576,0.854086,0.878834,0.3151937,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g0__ep07,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,0,N/A,7,4,ON,0.1,1,0,0,0,44.581944,49.532411,1.201983,22.0172,23.0529,0.9551,0.738409,0.815888,0.838022,0.31440499,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g0__ep08,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,0,N/A,8,4,ON,0.1,1,0,0,0,49.150345,49.532411,1.478886,21.507,22.9902,0.9355,0.752518,0.855407,0.817249,0.31592123,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g0__ep09,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,0,N/A,9,4,ON,0.1,1,0,0,0,41.614471,49.532411,1.235105,21.7137,23.0095,0.9437,0.762633,0.833058,0.871631,0.31501844,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g1__ep00,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,1,N/A,0,4,ON,0.1,1,0,0,0,46.236617,53.129255,1.499858,21.7005,22.9948,0.9437,0.757634,0.832591,0.800099,0.32289428,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g1__ep01,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,1,N/A,1,4,ON,0.1,1,0,0,0,46.139933,54.974624,1.539887,21.8874,23.1388,0.9459,0.759491,0.849402,0.823942,0.31854556,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g1__ep02,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,1,N/A,2,4,ON,0.1,1,0,0,0,49.178945,52.176425,1.371925,21.828,22.8845,0.9538,0.767127,0.843175,0.856098,0.31856306,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g1__ep03,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,1,N/A,3,4,ON,0.1,1,0,0,0,50.151013,52.45907,1.55118,21.502,23.1154,0.9302,0.747254,0.801341,0.820195,0.323164,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g1__ep04,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,1,N/A,4,4,ON,0.1,1,0,0,0,50.808043,53.665944,1.702546,22.0415,22.9467,0.9606,0.753733,0.821734,0.832761,0.3210888,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g1__ep05,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,1,N/A,5,4,ON,0.1,1,0,0,0,48.127824,55.556726,1.246103,21.8469,23.1777,0.9426,0.73655,0.802842,0.855333,0.32462671,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g1__ep06,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,1,N/A,6,4,ON,0.1,1,0,0,0,49.187219,50.251655,1.703298,21.6885,23.1195,0.9381,0.766876,0.831592,0.850326,0.31358839,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g1__ep07,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,1,N/A,7,4,ON,0.1,1,0,0,0,53.259838,53.659914,1.46749,21.4346,23.0527,0.9298,0.742913,0.852036,0.879627,0.31671639,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g1__ep08,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,1,N/A,8,4,ON,0.1,1,0,0,0,50.15633,54.024416,1.652736,21.7836,23.2011,0.9389,0.768811,0.818852,0.810583,0.32306353,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g1__ep09,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,1,N/A,9,4,ON,0.1,1,0,0,0,50.514033,52.162517,1.434171,21.9393,23.0529,0.9517,0.769084,0.837301,0.81851,0.32103319,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g2__ep00,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,2,N/A,0,4,ON,0.1,1,0,0,0,52.535145,52.620085,1.537026,21.4448,22.9323,0.9351,0.742501,0.838489,0.853983,0.31954524,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g2__ep01,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,2,N/A,1,4,ON,0.1,1,0,0,0,47.226859,51.960417,1.316881,21.4263,23.0576,0.9293,0.749985,0.840513,0.885378,0.32222988,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g2__ep02,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,2,N/A,2,4,ON,0.1,1,0,0,0,46.195898,50.983908,1.394049,22.0517,22.947,0.961,0.748315,0.816255,0.866976,0.32095153,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g2__ep03,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,2,N/A,3,4,ON,0.1,1,0,0,0,47.813473,56.689314,1.227419,21.9728,23.1966,0.9472,0.769317,0.842623,0.8725,0.31954488,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g2__ep04,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,2,N/A,4,4,ON,0.1,1,0,0,0,45.29006,49.86709,1.497511,21.6578,22.8654,0.9472,0.767923,0.819755,0.863186,0.3165947,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g2__ep05,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,2,N/A,5,4,ON,0.1,1,0,0,0,43.239356,53.094019,1.474165,21.8506,23.1342,0.9445,0.742761,0.822823,0.879303,0.3208842,N/A (classical controller)
classicalref__mixed_complex__Classical_local_controller__g2__ep06,classical_control_reference,mixed_complex,Classical local controller,evaluation_seed,2,N/A,6,4,ON,0.1,1,0,0,0,50.344336,52.895105,1.433256,21.9858,23.1823,0.9484,0.765954,0.849727,0.818732,0.32080092,N/A (classical controller)
